term,Artículo 123,CFF,CPEUM,LFPED,LFT,LFTSE,LIFNVT,LISR,LSAR,LSS,NOM-035,NOM-036,NOM-037,ResolucionMiscelaneaFisca,n152
farmacodependie,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
farmacológico,0,0,0,0,0.0000893178,0,0,0,0,0,0,0,0,0,0
farmacéutica,0.000375529,0,0.00000915998,0,0.000308696,0.000133046,0,0,0,0.000101819,0,0,0,0,0
farmacéuticas,0,0,0,0,0.0000714543,0,0,0,0,0,0,0,0,0,0
farmacéutico,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
farmacéuticos,0,0.0000159223,0,0,0.000228301,0,0,0,0,0,0,0,0,0,0
fascia,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
fase,0,0,0.0000109826,0,0.00003896,0,0,0,0,0.0000244158,0,0,0,0.00000493548,0
fases,0,0,0,0,0.0000285377,0,0,0,0,0,0,0,0,0.00000723034,0
faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
fast,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
fatca,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000452594,0
fatiga,0,0,0,0,0.0000162472,0,0,0,0,0,0.0000935946,0.000537099,0.000451597,0,0.0000736627
fauna,0,0,0,0,0.00002922,0,0,0.0000227136,0,0,0,0,0,0.00000987095,0.00008832
favor,0.000141379,0.0000327624,0.0000137942,0.0000236723,0.0000195735,0.0000250446,0.000070587,0.0000356604,0.0000121193,0.0000383328,0,0.00000808826,0.00000566723,0.0000427728,0
favora,0,0.0000184042,0.0000028611,0.0000122749,0.0000126869,0,0.0000061003,0.00000887576,0.0000301646,0.0000063606,0.000672384,0,0.0000117546,0.00000900025,0.000115042
favorable,0,0,0.00000915998,0,0,0,0,0,0,0,0.0000935946,0.00010742,0.0000752662,0.0000041164,0
favorec,0,0,0.0000160892,0,0.0000285377,0,0,0,0,0,0,0,0,0,0
favorecen,0,0,0,0,0,0,0,0,0,0,0,0,0.000165509,0,0
favorecer,0,0.00000505363,0,0.0000438176,0,0.0000741724,0.0000217762,0,0.0000179464,0,0.0000521783,0,0.0000419604,0,0.0000410665
favorezca,0,0,0.0000160892,0,0,0,0,0,0,0,0,0,0.000132203,0,0
favorezcan,0,0,0.0000264267,0,0,0,0,0.0000136635,0,0,0,0,0.000108572,0,0
fax,0,0,0,0.000138054,0.0000142688,0,0,0,0,0,0,0,0,0,0
fcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000425438,0
fdeclaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
febrero,0,0.0000582992,0.000130223,0.0000798134,0.0000247477,0.000112587,0.000158661,0.000105805,0.0000108964,0.000110287,0,0,0,0.0000710614,0
fecal,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
fechaautorizacion,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
fechas,0,0.00000707852,0.000012875,0,0.0000101495,0.0000207784,0.0000122006,0.0000177515,0.00000502743,0.0000127212,0.0000292341,0.0000335524,0.0000352639,0.00000900025,0
fed,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000208193,0
fedat,0,0.000108779,0,0,0.00000812358,0.0000665232,0,0.000151553,0,0,0,0,0,0.000300497,0
feder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000633631,0
federacion,0,0.0000398671,0,0,0,0,0,0,0,0,0,0,0,0,0
federales,0.000234592,0.0000438868,0.00018168,0.000331422,0.000032986,0.0000311676,0.0000854042,0.00000591717,0.0000100549,0.0000540651,0,0,0,0.0000495014,0.0000460168
federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
federico,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
fef,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
fehacie,0,0.0000271947,0.00000915998,0,0.00000812358,0,0,0,0,0.0000203638,0,0,0,0.0000164656,0
fehaciente,0,0.0000523048,0,0,0,0,0,0,0.0000464361,0,0,0,0,0.00000593794,0
feldespato,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
felipe,0,0.0000497509,0.000232511,0.000107842,0.0000111461,0,0.0000535944,0,0.0000883374,0.0000977923,0,0,0,0,0
femenina,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
femenino,0,0,0,0,0,0,0,0,0,0,0.000164396,0.000566039,0,0,0
feminicidio,0,0,0.000100713,0,0,0,0,0,0,0,0,0,0,0,0
femoral,0,0,0,0,0.000107181,0,0,0,0,0,0,0,0,0,0
femorales,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
femyp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000543113,0
fenec,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
fenezcan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
fenoles,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
fentanilo,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
fenómenos,0,0.0000159223,0.0000482677,0,0,0,0,0,0,0,0,0,0,0,0
feri,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
ferment,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
fermenta,0,0,0.0000160892,0,0.0000285377,0,0,0,0,0,0,0,0,0,0
fermentan,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
fern,0,0.0000301596,0.000114284,0,0,0.000110664,0.000129958,0,0.0000267756,0.0000846898,0,0,0,0,0
fernández,0,0.0000151609,0.000173625,0,0.0000226442,0.0000370862,0.0000435524,0.00000528062,0.0000179464,0.0000340581,0,0,0,0,0
feroe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
ferr,0,0,0,0,0.0000570753,0,0,0,0,0,0,0,0,0.0000361517,0
ferreterías,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
ferri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000362075,0
ferroalea,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
ferrocarril,0,0,0,0,0.0000234366,0,0,0.0000819812,0,0.0000587499,0,0,0,0,0
ferrocarrilera,0.000541703,0,0.0000132133,0,0.0000117183,0,0,0,0,0,0,0,0,0,0
ferrocarrilero,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
ferrocarrileros,0,0,0,0,0.0000142688,0,0,0,0,0.0000357685,0,0,0,0,0
ferrocarriles,0,0,0.0000109826,0,0.00000973999,0,0,0.0000794977,0,0.0000488316,0,0,0,0,0
ferrovi,0,0,0.0000660666,0,0.000105465,0,0,0,0,0.000029375,0,0,0,0,0
fertiliza,0,0,0.0000264267,0,0.0000703099,0,0,0,0,0,0,0,0,0,0.000106259
fest,0,0,0,0,0.0000117183,0,0,0,0,0,0.000270022,0,0,0.00000593794,0
fetos,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
fev,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
fia,0,0.0000261524,0,0,0.0000117183,0,0,0,0,0,0,0,0,0.0000593794,0
fiabil,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
fiado,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0,0.000043382,0
fiados,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
fianza,0,0.000108779,0.00000915998,0,0.0000731122,0,0.0000390609,0,0,0,0,0,0,0.000152307,0
fianzas,0,0.0000829388,0,0,0,0,0.0000324896,0.000133935,0.000374858,0.00016938,0,0,0,0.000112988,0
fibra,0,0.0000108686,0.0000219652,0,0.00000973999,0,0,0.0000454272,0,0,0,0,0,0,0
fibras,0,0,0,0,0.000303681,0,0,0,0,0,0,0,0,0,0
fibrogénica,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
fibromatosis,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
fibropanel,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
fibrosis,0,0,0,0,0.0000893178,0,0,0,0,0,0,0,0,0,0
ficha,0,0,0,0,0,0,0,0.0000136635,0,0,0.000270022,0,0,0.0030521,0
fichas,0.000450251,0,0.0000109826,0,0.00001948,0,0,0,0,0,0,0,0,0.000231967,0
ficta,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
ficticia,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
ficticio,0,0.0000477668,0,0,0,0,0,0,0,0,0,0,0,0.00000723034,0
fidedigna,0,0.0000159223,0,0,0,0,0,0,0,0,0,0,0,0.00000723034,0
fideicomis,0,0.000222295,0,0,0,0,0,0.000382579,0,0,0,0,0,0.00023158,0
fideicomiso,0,0.0000802258,0.0000445869,0.00003478,0,0.000029437,0.0000518542,0.000335317,0.0000427345,0.0000270334,0,0,0,0.000373415,0
fideicomisos,0,0.000226623,0.0001374,0,0,0,0.0000781218,0.000236802,0,0,0,0,0,0.00114436,0
fideicomit,0,0,0,0,0,0,0,0.0000665497,0,0,0,0,0,0.0000795338,0
fideicomite,0,0.000261524,0,0,0,0,0,0.000327925,0,0,0,0,0,0.000190014,0
fidel,0,0,0.0000965354,0,0.0000285377,0,0,0,0,0,0,0,0,0,0
fideliq,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
fiderca,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
fiderec,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
fiduci,0,0.000111939,0.0000502726,0,0,0,0.0000803916,0.000331408,0.0000441687,0.000041911,0,0,0,0.000454664,0
fiebre,0,0,0,0,0.000267953,0,0,0,0,0,0,0,0,0,0
fiel,0,0.0000130762,0,0,0.0000351549,0.0000959602,0,0,0,0,0,0,0,0,0
fieltro,0,0,0,0,0.0000714543,0,0,0,0,0,0,0,0,0,0
fierro,0,0.0000261524,0.0000132133,0,0.0000234366,0,0,0,0,0,0,0,0,0,0
fiesta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
fifa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000515957,0
fig,0,0.000155472,0.0000377045,0,0.00000557307,0,0.0000267972,0.000415884,0,0,0,0,0.000103271,0.00036712,0
figueroa,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
figur,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
figurar,0,0.00000906492,0.00000915998,0,0.00000812358,0.0000665232,0,0,0,0,0,0,0.000677396,0,0
figure,0,0,0.0000132133,0,0.0000117183,0,0,0,0,0,0,0,0.00130286,0,0
figuren,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
fij,0.000889789,0.0000368206,0.0000434078,0,0.0000852422,0.000112587,0.0000132217,0,0.0000326892,0.0000275718,0,0.000072721,0,0.00000418008,0
fija,0,0.0000160452,0.0000162134,0.00003478,0.0000575158,0.000029437,0,0.0000251488,0,0.0000180223,0,0.000047534,0.0000333058,0,0
fijan,0,0.0000108686,0.0000219652,0,0.00000973999,0,0,0,0,0.0000244158,0,0,0,0,0
fijar,0.000209355,0.0000151609,0.000040853,0,0.0000724614,0.0000370862,0,0.0000105612,0.0000179464,0.0000454108,0,0,0,0,0
fijarlas,0,0,0,0,0,0,0,0,0,0.0000447796,0,0,0,0,0
fijarlos,0,0,0,0,0,0,0.0000686093,0,0,0.0000357685,0,0,0,0,0
fijarse,0,0,0,0,0.000085613,0,0,0,0,0.0000357685,0,0,0,0,0
fijará,0.000166174,0.0000120339,0.0000405335,0.00003478,0.000133005,0.000147185,0.0000691389,0,0.0000569794,0.0000180223,0,0,0,0,0
fijarán,0.000515253,0,0.0000502726,0,0.0000501576,0.0000912747,0,0,0.0000220843,0.0000139703,0,0,0,0.000002824,0
fijas,0,0,0.00000628408,0,0.00000557307,0.0000456373,0,0,0.0000220843,0,0,0.0000736939,0,0.000002824,0.000101071
fije,0.000127113,0.0000214787,0.00005581,0,0.0000384965,0.0000450348,0,0.0000192372,0.0000108964,0.0000413577,0,0,0,0.00000557344,0.000224407
fijen,0.000257626,0.0000124377,0.0000565567,0,0.0000111461,0.0000912747,0,0.00000649819,0,0.000041911,0,0,0,0,0
fijo,0,0.0000252681,0,0,0.00000905767,0.0000741724,0,0.0000897705,0.000107678,0,0.000156535,0,0.000125881,0.000110154,0
fijos,0,0.000040429,0.00000510662,0,0.00000905767,0,0,0.000147857,0,0.0000681161,0,0,0.0000839207,0.0000390127,0.0000821329
fil,0,0,0,0,0,0,0,0,0,0,0,0.000472427,0,0,0
fila,0,0,0,0,0,0,0,0,0,0,0,0,0.000496526,0,0
filamento,0,0,0,0,0,0,0,0,0,0,0,0,0.000165509,0,0
file,0,0,0,0,0,0,0,0,0,0,0,0,0.000396609,0.00000723034,0
files,0,0,0,0,0,0,0,0,0,0,0,0,0.000165509,0,0
filia,0,0,0,0.000138054,0.0000142688,0,0,0,0,0,0,0,0,0,0
filial,0,0,0,0,0.0000570753,0,0.00116636,0,0,0,0,0,0,0,0
filiales,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
filipinas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000181038,0
filosofía,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
filtr,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
filtros,0,0,0,0,0.0000428065,0,0,0,0,0,0,0,0,0.00000723034,0
fina,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
finales,0,0.0000725193,0.00001832,0,0,0,0,0.0000189442,0,0,0,0,0.000150532,0.0000164656,0
finalice,0,0,0,0,0.0000117183,0,0,0.0000273271,0,0,0,0,0,0.00000593794,0
finalicen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
finaliz,0,0.0000108686,0,0.0000942368,0,0,0,0.0000113568,0,0,0,0,0,0.00000987095,0
finaliza,0,0,0,0,0.0000117183,0,0,0.0000136635,0,0.000029375,0,0,0,0,0
finalizar,0,0,0.0000219652,0,0,0,0,0.0000113568,0,0.0000244158,0,0,0,0.00000987095,0
finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
financi,0,0,0,0,0,0,0.000338074,0,0,0.0000881249,0,0,0,0.0000118759,0
financia,0.000182905,0.00000441514,0.000055768,0.0000191408,0.00000791331,0.0000162003,0.000332936,0.0000645884,0,0.000104143,0,0,0,0.000043106,0.000017939
financiar,0,0.00000505363,0.0000153199,0,0,0.0000370862,0.0000435524,0.0000264031,0.0000358928,0.0000681161,0,0,0,0.00000458973,0
financiarlas,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
financiarán,0,0,0,0,0,0,0,0,0,0.000134339,0,0,0,0,0
financiera,0,0.000342037,0.0000565567,0,0,0,0.000589538,0.000272924,0.000375434,0.000405139,0,0,0,0.000256984,0
financieras,0,0.00051547,0.0000102132,0,0.0000226442,0,0.000326643,0.000348521,0.000358928,0.000238406,0,0,0,0.000261615,0
financiero,0,0.000272896,0.0000357464,0,0.0000181153,0,0.000261314,0.000274592,0.000305088,0.000261112,0,0,0,0.000245551,0
financieros,0,0.000128361,0.0000891738,0.0001739,0.0000323527,0,0.000120993,0.000138318,0.000299142,0.0001622,0,0,0,0.000196726,0
finanzas,0,0.00000753989,0.0000380948,0.0000653749,0.0000135138,0,0,0,0,0.000016938,0,0,0,0.00000684777,0
finas,0,0.0000159223,0,0,0.0000142688,0,0,0,0,0,0,0,0,0,0
finc,0,0.0000523048,0,0,0.0000351549,0,0,0,0,0,0,0,0,0.0000118759,0
finca,0,0,0,0,0.0000351549,0,0,0,0.0000464361,0.000029375,0,0,0,0,0
fincar,0,0,0.0000482677,0,0,0,0,0,0,0.0000357685,0,0,0,0,0
fincarse,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
fincará,0,0.0000108686,0,0,0,0,0,0,0.0000385966,0.0000488316,0,0,0,0.00000493548,0
fincas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000181038,0
fines,0,0.0000419439,0.000095921,0,0.0000375882,0.000048601,0.000161712,0.000110723,0.0000391975,0.0000942245,0.000091172,0,0,0.0000310764,0.000017939
finiqu,0,0.0000159223,0,0,0,0,0,0,0,0.0000715369,0,0,0,0,0
finlandia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000181038,0
finos,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
finque,0,0.0000598006,0,0,0,0,0,0,0,0,0,0,0,0,0
firm,0,0.0000681919,0.00000810671,0,0.0000359474,0.000117748,0,0.00000419146,0.0000142448,0.0000360445,0,0,0.0000333058,0.0000765046,0
firma,0.000127113,0.000263881,0.00000620111,0.0000266045,0.000101741,0,0.000105774,0.0000064124,0.0000108964,0.0000344647,0,0,0,0.000312113,0
firman,0,0.0000159223,0,0,0,0.000116846,0,0,0,0,0,0,0,0,0
firmar,0,0.0000760804,0,0,0.00001948,0,0,0,0,0,0,0,0.000180485,0.00000493548,0
firmare,0,0,0,0,0,0,0.0000858941,0,0,0,0,0,0,0,0
firmarla,0,0.0000159223,0,0,0.0000285377,0,0,0,0,0,0,0,0,0,0
firmarlo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
firmarse,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
firmará,0,0.0000159223,0,0,0,0.000116846,0,0,0,0,0,0,0,0,0
firmarán,0,0.0000159223,0,0,0.0000142688,0,0,0,0,0,0,0,0,0,0
firmas,0,0.0000980186,0.0000380948,0,0.0000270277,0,0.0000649791,0,0.0000535512,0,0,0,0,0.0000171194,0
firme,0,0.0000762145,0.00000405335,0,0.00000718948,0,0.0000345695,0.0000209573,0.0000142448,0.00000901114,0,0.000190136,0,0.0000327877,0
firmen,0,0.0000318445,0,0,0,0,0,0,0,0,0,0,0,0.00000723034,0
firmes,0,0.00016303,0.0000219652,0,0,0,0,0,0,0.0000244158,0,0,0,0.000093774,0
firmeza,0,0.0000159223,0,0,0,0,0,0,0,0,0,0,0,0.0000289214,0
firmó,0,0.0000159223,0,0,0,0,0,0,0,0,0,0,0,0.00000723034,0
fiscal,0,0.00272635,0.000167304,0.0000574224,0.0000276966,0.000145803,0.000485136,0.00167699,0.000172469,0.000272755,0,0,0.0000183295,0.00151472,0
fiscales,0,0.00448762,0.0000561728,0,0.000054346,0,0.000326643,0.00202776,0.0000179464,0.000147585,0,0,0,0.00204243,0
fiscaliz,0,0.0000392286,0.000132133,0,0,0,0,0,0,0,0,0,0,0.00000593794,0
fiscaliza,0,0.0000401129,0.000194561,0.00003478,0.0000179737,0.000147185,0.000103708,0.0000125744,0,0.0000360445,0,0,0,0.0000182154,0
fiscalizar,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
fiscalizará,0,0,0.0000805703,0,0,0,0,0,0,0,0,0,0,0,0
fiscalizarán,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
fiscalía,0,0,0.00023784,0.0035147,0,0,0,0,0,0,0,0,0,0.0000178138,0
fiscalías,0,0,0.0000804462,0.000138054,0,0,0,0,0,0,0,0,0,0,0
fisco,0,0.00065381,0,0,0,0,0,0.0000136635,0,0,0,0,0,0.0000890691,0
fiscos,0,0.0000598006,0,0,0,0,0,0,0,0,0,0,0,0,0
fisicoquímicas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
fisioterapia,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
fit,0,0,0,0,0,0,0,0,0,0,0.00123487,0,0,0,0
fitosanit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161983
fix,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
flagr,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
flama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161983
flautas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
flavio,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
flemas,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
flet,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
fleta,0,0,0,0,0.000085613,0,0,0,0,0,0,0,0,0.0000578427,0
fletamento,0,0,0,0,0,0,0,0.0000166374,0,0,0,0,0,0.000043382,0
fletcher,0,0,0,0,0.0000714543,0,0,0,0,0,0,0,0,0,0
fletes,0,0,0,0,0.0000142688,0,0,0.0000166374,0,0,0,0,0,0,0
flexi,0,0,0.00001832,0,0.0000162472,0,0,0,0,0.0000203638,0,0,0.000451597,0.0000164656,0
flexibil,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0.000264406,0,0
flexibiliza,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
flexion,0,0,0,0,0,0,0,0,0,0,0,0.000943399,0.000396609,0,0
flexoextensión,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
flexores,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
flojos,0,0,0,0,0,0,0,0,0,0,0,0,0.000165509,0,0
flor,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
flora,0,0,0,0,0.00002922,0,0,0.0000227136,0,0,0,0,0,0.00000987095,0.00008832
florencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
florencio,0,0,0,0,0,0,0,0,0.0000707878,0,0,0,0,0,0
flores,0,0.0000202145,0.0000204265,0.000131453,0.0000226442,0.0000370862,0.0000871047,0.0000105612,0,0.0000454108,0,0,0,0,0
floricult,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
floricultores,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
flota,0,0,0,0,0.0000428065,0,0,0,0,0,0,0,0,0,0.000129386
flu,0,0,0,0,0.00000973999,0,0,0,0,0,0.000224436,0,0,0.00000493548,0.00035328
fluctua,0,0,0,0,0.00001948,0,0,0.000056784,0,0.0000488316,0,0,0,0.0000197419,0
flujo,0,0,0,0,0,0,0,0,0,0.000101819,0,0.00010742,0.0000752662,0.0000288148,0.000147325
flujos,0,0.00000621886,0,0,0.0000111461,0,0.0000535944,0.0000129964,0.0000220843,0.0000139703,0,0,0,0.000022592,0
fluor,0,0,0,0,0.0000714543,0,0,0,0,0,0,0,0,0,0
fluoresce,0,0,0,0,0,0,0,0,0,0,0,0,0.000165509,0,0
fluorhídrico,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
fluorocarbono,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
fluoruro,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
fluvial,0,0,0,0,0.0000142688,0,0,0.0000499123,0,0,0,0,0,0,0
fluya,0,0,0,0,0,0,0,0,0.0000707878,0,0,0,0,0,0
fmp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000633631,0
focaccia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
focos,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0.000528812,0,0
fogoneros,0,0,0,0,0.0000285377,0,0,0,0,0,0,0,0,0,0.000129386
fojas,0,0.0000130762,0,0,0,0.0000959602,0,0,0,0,0,0,0,0.0000118759,0
foli,0,0,0,0,0.0000285377,0,0,0,0,0,0,0,0,0.0000144607,0
folicular,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
folio,0,0.000130762,0,0,0.0000585916,0,0,0,0,0,0,0,0,0.000320649,0
folios,0,0.0000318445,0,0,0,0,0,0,0,0,0,0,0,0.000224141,0
folletos,0,0,0,0,0,0,0,0,0.0000928721,0,0.000270022,0.000154954,0,0,0
fome,0,0.0000159223,0.0000160892,0,0,0,0,0,0,0,0,0,0,0,0
fomenta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000543113,0
fomentar,0.0000586479,0.0000014157,0.0000085833,0.0000122749,0.00000888084,0.0000103892,0.0000061003,0.00000295859,0.00000502743,0.0000031803,0.0000730852,0,0,0.0000025715,0
fomentará,0,0,0.0000321785,0,0.0000142688,0,0,0,0,0,0,0,0,0,0
fomentarán,0,0,0,0,0,0,0,0,0.0000707878,0,0,0,0,0,0
fomenten,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
fomento,0,0.00000883029,0.0000223072,0,0.00000791331,0.0000162003,0.00000951247,0.0000115336,0.000015679,0.00000495919,0.000045586,0,0.0000183295,0.00000701725,0
fonda,0.000541703,0,0.0000132133,0,0.0000117183,0,0,0,0,0,0,0,0,0,0
fondas,0,0,0,0,0.0000285377,0,0,0,0,0.0000357685,0,0,0,0,0
fondear,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
fondee,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
fondeo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000814669,0
fondo,0.000457261,0.0000905104,0.0000936903,0.0000191408,0.000140461,0.000129603,0.00241617,0.000115336,0.000493889,0.000347143,0,0,0,0.000105259,0
fondos,0,0.000119667,0.0000620111,0.0000266045,0.0000247477,0.000112587,0.000264434,0.000442456,0.000599302,0.000523864,0,0,0,0.000300966,0
fonseca,0,0,0,0,0,0.000146283,0,0,0,0,0,0,0,0,0
fontaneros,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
food,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
football,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000633631,0
for,0,0,0,0,0.00000973999,0,0,0,0,0,0.000112218,0.000257588,0,0.00000987095,0
foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
foreing,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
foresta,0,0,0,0,0.0000535907,0,0,0,0,0,0,0,0,0,0
forestal,0,0,0.0000152379,0,0.0000405415,0,0.0000649791,0,0.0000535512,0.0000508139,0,0,0,0.0000136955,0
forestales,0,0,0.0000109826,0,0.00015584,0,0,0,0,0.0000244158,0,0,0,0,0.00026496
forj,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
form,0.000257626,0.00000621886,0.0000251363,0,0.0000668768,0,0,0.0000259927,0,0,0,0,0.0000516353,0.000016944,0
formal,0.000209355,0.000040429,0.0000459596,0,0.0000588749,0,0.0000435524,0,0.0000179464,0.0000454108,0,0,0,0.0000160641,0
formaldehído,0,0,0,0,0.000125045,0,0,0,0,0,0,0,0,0,0
formales,0,0.0000906492,0,0,0.0000162472,0,0,0.0000284162,0,0,0,0.000429679,0,0.0000123492,0
formalice,0,0,0,0,0,0.0000797599,0,0.0000113568,0,0.0000244158,0,0,0,0.00000493548,0
formalicen,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
formaliz,0,0.0000261524,0,0,0,0,0,0,0,0.000029375,0,0,0,0.0000296897,0
formaliza,0,0,0,0,0,0,0,0,0,0.0000357685,0,0,0,0.0000144607,0
formalizar,0,0.0000108686,0,0,0,0,0.0000468332,0,0,0.0000244158,0,0,0,0.00000493548,0
formalizarse,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
formalizará,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
formalizó,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
forman,0,0.00000505363,0.00000510662,0,0.00000905767,0,0.0000435524,0.0000369643,0,0,0,0,0.0000419604,0.00016982,0.0000410665
formapago,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000362075,0
